Ref,CharDate,Character,CharNote,CDate,UDate,CName,UName
1856,"06/08/79 00:00:00",264,"means a town posting. Barbara is pleased. Is leaving Ambridge.  Has been promoted to Sargeant which","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1857,"06/08/79 00:00:00",265,"Leaves Ambridge as Colin has been promoted to Sargeant. It is a town posting and she is delighted (Episode 7400).","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1858,"08/08/79 00:00:00",70,"Is a member of Borchester Round Table. Eps: 7443 & 7445.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1859,"08/09/79 00:00:00",263,"Teacher from Borchester-Visits Country Park with pupils 7444","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1860,"01/01/80 00:00:00",443,"The hunt saboteurs","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1861,"02/18/80 00:00:00",154,"Episode 7581: Unheard - they are the family who have just","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1862,"08/19/80 00:00:00",63,"First episode 7712 Mike Tucker approaches him about renting","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1863,"08/19/80 00:00:00",62,"Buying small farm above Hassett Hill. 20 acres. At Betty's","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1864,"08/29/80 00:00:00",376,"Brown hair, a loud laugh and a reputation for being fast. Jackie is David's lastest girlfriend.  Her father is a self-made man who owns a gravel quarry","02/10/99 00:00:00","03/05/13 16:43:43","DataEase","fishec50"
1865,"09/30/80 00:00:00",75,"Father disowns him after he is remanded on bail by","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1866,"11/08/80 00:00:00",109,"Episode 7748: Established she is married to Dennis Mabbott.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1868,"01/20/81 00:00:00",87,"Birthday between 20-26th February 1922. Ep: 7822","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1869,"01/21/81 00:00:00",161,"Born at Borchester General Hospital 21st January 1981 just","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1870,"02/25/81 00:00:00",23,"It was a quick and easy birth. Episode 7855. Birthday: Wednesday 25th February 1981 (early in day) Full name is Thomas Archer (Known as TOMMY OR TOM). Same colour hair as Tony. Ep 7855. Third child of Pat & Tony","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1871,"03/01/81 00:00:00",140,"Real name is Doreen Rogers - but known as Jolene.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1872,"05/06/81 00:00:00",140,"Established: she wears a blonde wig with ringlets.","02/10/99 00:00:00","01/14/00 17:08:43","DataEase","fishec50"
1873,"05/11/81 00:00:00",109,"Episode: 7901 Established she lives in Northampton.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1874,"06/11/81 00:00:00",35,"First Episode 7924 Is Chairman of Young Conservatives","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1875,"06/24/81 00:00:00",374,"Her parents owned their own farm and were very religious.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1876,"07/14/81 00:00:00",88,"Ep: 7948 Bunty puts her on a diet for the wedding as she is","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1877,"08/31/81 00:00:00",374,"Never had a honeymoon","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1878,"01/03/82 00:00:00",215,"Charlie has died from a heart attack.  He lived in Penny","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1879,"01/07/82 00:00:00",215,"The funeral was held on 07.01.82.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1880,"01/23/82 00:00:00",330,"She is flat chested.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1881,"01/23/82 00:00:00",131,"Is taking her advanced driving test. Has grown-up children. the other side of Borchester.  Phil has visited her house. She is a friend of ""Bunty"" - Audrey Hebden, Mark's mother. Has had a slipped disc in the past. Nickname is MIMI. She is a widow. She has an orange (posh) kitchen, with a microwave oven. J.P. and Phil admires her decisiveness.  She lives just on","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1882,"05/14/82 00:00:00",32,"Aged 37. Est: he has been a policeman for 13 years in 1983. Episode 8165 rec 6.4.82 & t.x. 14.05.82. Actor David Vann.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1885,"08/01/82 00:00:00",100,"In Aug '82 he is 17years old. Plays in the Ambridge cricket","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1886,"08/21/82 00:00:00",55,"LAST HEARD SPEAKING 21.08.82. BUT ONE GUEST APPEARANCE MADE","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1887,"08/29/82 00:00:00",97,"Unheard but is aged 11 years when first mentioned.","02/10/99 00:00:00","06/16/04 10:29:29","DataEase","fishec50"
1889,"11/11/82 00:00:00",386,"Speaker for WI","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1891,"12/06/82 00:00:00",53,"FIRST APPEARANCE rec: 08.11.82  Episode: 8311.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1892,"01/01/83 00:00:00",99,"The Father of the Horrobins. Friend of Higgs they play cards together.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1893,"02/09/83 00:00:00",80,"Born on Wednesday 9th February 1983 in Borchester General.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1894,"03/03/83 00:00:00",80,"Has three month colic.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1895,"03/09/83 00:00:00",80,"Only sleeps 3 hours at a time during the night. Clarrie is","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1896,"03/21/83 00:00:00",27,". The bus is muti-coloured They set up a tee-pee. Peggy suspects them of local Lives with Sylvia.  There are five or six children. long hair and a beard.  Sylvia doesn't wear a bra. (8386) They arrive at Grange Farm in a double decker bus to repair the Grundy's farm track - for a fee.  Bus is multi-coloured. they are at Grange farm  to repair the track feeding 2 or 3 of the children at the same time. Ambridge burglaries.   Episode 8386. They have set up a Teepee. Clarrie says Sylvia is breast Aslan (7yrs) China (3yrs), Sunshine, Buttercup. Baggy has","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1897,"04/22/83 00:00:00",27,"Joe tells Baggy and family that they have to go since they","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1899,"05/29/83 00:00:00",80,"Christened: Godparents Caroline Bone, Sid Perks and Neil","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1900,"06/14/83 00:00:00",284,"Brookfield Peggy calls him Sammy. Jill gives Peggy a kitten from a litter of strays at","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1901,"06/21/83 00:00:00",79,"Had a little brother who died aged 3.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1902,"06/30/83 00:00:00",80,"First tooth cut.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1903,"07/16/83 00:00:00",74,"Established she lives on The Green in one of the Council","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1904,"07/21/83 00:00:00",31,"FIRST EPISODE 8474. LAST EPISODE 9510.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1905,"08/10/83 00:00:00",47,"FIRST EPISODE AUGUST 1983; Episode 8488.Est. he has a little","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1906,"11/18/83 00:00:00",24,"Had a beard which Susan Horrobin liked","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1909,"12/30/83 00:00:00",126,"Nigel smokes.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1910,"01/01/84 00:00:00",79,"1984 - actor was replaced by Edward (Ted) Kelsey.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1911,"01/01/84 00:00:00",98,"Hassett. Is not a very good cook. She does cleaning over at Penny","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1912,"01/24/84 00:00:00",127,"She was Lucy's form teacher.  Her own subjects were Domestic Science and Sex Education. She is good at all crafts. First appearance Episode: 8607. Recorded 13.12.83. hair and rosy cheeks. Established: She is very attractive, early 30's with dark","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1913,"02/08/84 00:00:00",32,"Over 60's tea money scandal. Eps:8618-39, Feb 8th to 7th March 84 he is involved with the","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1914,"02/09/84 00:00:00",80,"Starts walking on his first birthday.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1915,"02/22/84 00:00:00",14,"Her late husband was called Known as Mrs Antrobus and Marjorie. Marjorie Antrobus spent much of her life in foreign parts.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1916,"03/03/84 00:00:00",119,"Unheard but established episode 8636: She is a good cook.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1917,"03/27/84 00:00:00",32,"Established Police House is opposite Woodbine Cottage. Moves into Police house which he has bought. Sid helps.8652.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1918,"03/29/84 00:00:00",127,"Est: Christian name is Kathy.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1919,"04/22/84 00:00:00",14,"Irawaddy in 1942.  She comes from Waterley Cross and is a","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1920,"08/04/84 00:00:00",99,"Est. He smokes.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1921,"08/09/84 00:00:00",57,"A friend of Eddie Grundy's.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1922,"09/08/84 00:00:00",48,"Jack is 5ft 10inches tall.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1923,"09/28/84 00:00:00",78,"Born Friday-son to Clarrie and Eddie Grundy and brother","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1924,"10/03/84 00:00:00",112,"First TX: Episode 8788 Recorded:Wed 22.08.84: But first","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1925,"10/05/84 00:00:00",78,"Established that Jethro put stickers of cuckoos on Edward's","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1926,"10/06/84 00:00:00",78,"First time established that Clarrie wants to call him","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1927,"10/29/84 00:00:00",78,"Eddie wanted to call him Johnny.  Joe wanted to call him","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1928,"01/29/85 00:00:00",94,"First episode 8872 rec: 1.1.85 tx: 29.01.85 Ex-spouse of","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1929,"02/01/85 00:00:00",1,"His accountant is called Tim Roberts.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1930,"04/16/85 00:00:00",140,"Six months pregnant and intending to marry the father, Wayne","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1931,"05/10/85 00:00:00",14,"Established she likes Gin and Tonic and Lapsang Souchang tea First moves in to Nightingale Farm. Ep:8941","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1932,"05/22/85 00:00:00",14,"has been to the Old Vic Falls Hotel.  Teddy was in the Army. Ep:8953 Estab. She and Teddy spent 5 years in Rhodesia and","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1933,"06/01/85 00:00:00",14,"Est: names of her dogs: Pippa, Tara, Portia and Nicky(the Est: she makes Lemonade - Episode 8964. smallest one who was then 8 weeks old). Episode 8964.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1934,"06/19/85 00:00:00",140,"Has a baby daughter called ""Fallon"".","02/10/99 00:00:00","01/14/00 17:09:25","DataEase","fishec50"
1935,"08/28/85 00:00:00",127,"Est: She is divorced.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1936,"01/01/86 00:00:00",100,"Best darts player for the Bull.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1937,"01/17/86 00:00:00",14,"Ep 9125: Teddy was in Kenya in 1936 before she knew him and game hunters in Africa. Est:ep 9125: she used to rent a cottage near Oxford in 1946 in Tanganyika in 1947.  He was one of the most respected big","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1938,"01/19/86 00:00:00",14,"Est: she was a member of Waterley Cross WI for eight years.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1939,"02/11/86 00:00:00",14,"Ep:9142 Est. Teddy ran the HQ mess in Nairobi.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1940,"04/02/86 00:00:00",31,"Holds her fashion show. Episode 9171 Est: she is committed to Browns this year.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1941,"06/16/86 00:00:00",36,"According to Walter has same colouring as Lilian.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1942,"06/17/86 00:00:00",157,"Very good looking.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1943,"06/19/86 00:00:00",153,"First heard in episode 9234: She arrives in Nelson Gabriel's","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1944,"06/20/86 00:00:00",153,"Episode 9235: She is taken up to Nelsom's flat, where we","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1945,"09/04/86 00:00:00",142,"Bobo. Lynda and Robert have no children, but Robert has two children, Coriander and Leonie, who live with his ex-wife - they don't see much of them. They used to live in Sunningdale. Robert is a wealthy business man who made his money dealing in computer soft- ware. Lynda is a typical city yuppie, moved to the country. gossip and is often nosey and interferes in other people's She is a campaigner, and in the past she has been involved she did take a farming course for a week in April of 1977, in the anti-bypass campaign. She generally means well, but her manner can annoy people. Her hobbies are Horseriding (she has all the gear, but little ability), rambling and goats. She considers herself She also enjoys landscape gardening and making videos about rural life.  Goats: currently Demeter & Persephone. Ambridge Hall is different from the large modern house they used to own in Sunningdale: It is a victorian hall set in landscaped gardens that sweep down to the river Am. a good organiser (though maybe not as good as she thinks). affairs with great regularity. On the positive side, she is","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1946,"09/04/86 00:00:00",143,"computer systems.  He is a quiet, softly spoken man, is obviously intelligent but sometimes finds social conversation hard.","02/10/99 00:00:00","10/18/00 12:34:17","DataEase","fishec50"
1947,"09/04/86 00:00:00",142,"The second wife of Robert, who was previously married to","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1948,"09/04/86 00:00:00",143,"Moved to Ambridge sometime in 1986 from Sunningdale","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1949,"09/04/86 00:00:00",142,"she likes to think she knows it all. She's a great one for She has little idea about country life or farming, although","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1950,"09/04/86 00:00:00",143,"with his second wife, Lynda Snell.  He was previously married to Bobo Snell, and they had two children Coriander and Leonie.  He made his money in Computer software and","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1951,"10/15/86 00:00:00",14,"Ep:9318 Est: she is the new Parish Council Clerk.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1953,"12/04/86 00:00:00",14,"Mrs A. Produces the Morality play for Christmas ep:9354.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1954,"12/23/86 00:00:00",14,"Jack Woolley fails to turn up and morality play cancelled.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1955,"01/01/87 00:00:00",14,"Est: she has a Morris 1000 (no date or ep: number).","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1956,"07/15/87 00:00:00",21,"She said she had stayed at a friend's smallholding for six First Episode: 9513 Actress: Felicity Finch. Interview at months whilst deciding what she wanted to do. Brookfield.  Established she has two A levels.  Has been accepted for a HND course at Harper Adams next year.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1957,"07/27/87 00:00:00",21,"Episode 9520 TX: 17.07.87 starts Brookfield 27th July 1987.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1958,"07/29/87 00:00:00",21,"Ep:9523 Established Ruth likes dogs. Used to own a labrador.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1959,"08/14/87 00:00:00",82,"First appearance episode 9535.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1960,"10/22/87 00:00:00",38,"9584 Chief Instructor at the Pony Club.  Early 30's attractive though stone like looks. A bit of a tartar and a redhead.","02/10/99 00:00:00","03/23/11 15:27:22","DataEase","fishec50"
1963,"11/18/87 00:00:00",96,"ceremony. A simple man who doesn't wear elaborate robes or stand on","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1964,"02/10/88 00:00:00",165,"First appearance (Gillian Goodman) Episode 9663.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1965,"04/28/88 00:00:00",119,"Episode 9719: Her husband died at home. Funeral: Ep. 9720.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1966,"06/06/88 00:00:00",59,"Episode 9746: We first hear Phil talking about Bert Fry.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1967,"06/15/88 00:00:00",59,"He is said to be in his 50'and being made redundant from his job at one of the tenanted farms where he is foreman. FIRST HEARD 15.06.88 Episode 9753.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1968,"06/22/88 00:00:00",50,"BORN WITH UNILATERAL CLEFT LIP. Can be operated at 3 months. Birthday 22nd June 1988.  Unproblematic labour. Six and a","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1969,"09/29/88 00:00:00",2,"Brian thinks she has his chin. Brian disappointed she is not a boy. Born at Borchester General Hospital weighing just under 8lb. Borchester Echo report says she weighs 7lb 12oz. Brian misses the birth as he is at the Races.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1970,"10/06/88 00:00:00",50,"Successful operation on unilateral cleft lip. Out in 5 days.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1971,"10/06/88 00:00:00",2,"Est: Jennifer will call her ALICE MARGARET ALDRIDGE - (Middle name is Margaret after Peggy).","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1972,"11/23/88 00:00:00",70,"Established: Gerry has bought a new logger which he is","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1973,"12/05/88 00:00:00",2,"Est: she cries a lot and Peggy does a lot of babysitting.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1974,"12/15/88 00:00:00",5,"marries Ruth Pritchard.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1975,"12/16/88 00:00:00",133,"Very noisy at wedding though - makes a very funny speech and","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1977,"02/17/89 00:00:00",112,"New actor episode: 9930 TX: 17.02.1989: Steve Hodson.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1979,"03/13/89 00:00:00",120,"Bellamy has an eviction order served on him.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1980,"03/13/89 00:00:00",121,"9946: Established that he is the Deputy Chief Constable of","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1981,"03/20/89 00:00:00",137,"brothers, Dick and George, born 04.04.78. age 17 and pregnant. Her parents have thrown her out and she of council flats parents are Cecil and Joan Richards.  They live in a block Sharon was brought up in Borchester - born 07.03.72. Her 09.10.89 when Celia Nelson was cast. Episode 10096 when she got pregnant. Episode 9951: Established she is Clive Horrobin's girlfriend is living with the Horrobins. Sharon has a sister called Angela born 05.07.75 and twin Cecil is a Market Trader (fruit and veg.) Background: Clive Horrobin's girlfriend","02/10/99 00:00:00","04/21/99 14:56:34","DataEase","fishec50"
1982,"03/31/89 00:00:00",27,"Baggy usually frequents the Cat and Fiddle pub. Ep:9960","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1983,"04/11/89 00:00:00",70,"Clears the slurry lagoon at Brookfield.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1985,"05/18/89 00:00:00",119,"Episode 9733: Established she is a heavy drinker! Nigel","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1986,"05/26/89 00:00:00",55,"ON 10,000 EPISODE BY JUDI DENCH.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1987,"06/20/89 00:00:00",2,"Baptism day (with Bruno Foster) Alice cries.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1988,"06/29/89 00:00:00",119,"Episode 10,024 (Actress Jo Kendal RDC) JULIA SPEAKS ON AIR","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1992,"08/23/89 00:00:00",107,"First heard episode: 10063 Works for Borsetshire Farm","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1993,"09/05/89 00:00:00",108,"Unheard: First episode: 10072 Takes over from Shula on the","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1994,"09/12/89 00:00:00",73,"Visits Bridge Farm representing a dairy in mid-Wales who","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1995,"09/15/89 00:00:00",124,"(Unheard except for a few grunts)  Roped in by Eddie to pull","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1996,"09/20/89 00:00:00",40,"New couple who move into Glebelands. They sold some stuff","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1997,"09/20/89 00:00:00",41,"FIRST EPISODE - UNHEARD.  Established she and Mr. Barton","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
1999,"10/05/89 00:00:00",137,"Sharon was doing a YTS course in hairdressing but gave it up","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2001,"10/26/89 00:00:00",136,"Birthday - born at The Vicarage four months premature at","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2002,"10/27/89 00:00:00",136,"Episode 10110: Kylie is bottle fed as Sharon thinks breast","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2003,"11/09/89 00:00:00",383,"A VIP who turns up at the Home Farm shoot and goes off in a huff when things go wrong. He wasn't happy with his position so Brian tells Tom to get him to swap with someone else.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2007,"02/02/90 00:00:00",68,"Established that she is the wife of Sir Sidney Goodman.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2008,"04/17/90 00:00:00",116,"Episode 10232: Mr and Mrs Martindale and baby Astley were","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2009,"06/21/90 00:00:00",56,"Mrs. Antrobus' old chum who turns up and takes a shine to","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2010,"06/27/90 00:00:00",117,"Eddie Grundy fancies her - see Eddie Grundy","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2011,"07/09/90 00:00:00",123,"The new foreman at Home Farm.  He and his wife (no name) do","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2012,"07/17/90 00:00:00",159,"Cameron Fraser's Interior Designer - Caroline finds her at","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2013,"07/19/90 00:00:00",435,"The runt from Portia's litter. Lynda buys him from Mrs.A.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2014,"07/19/90 00:00:00",10,"Has had her ears pierced - 2 holes in each ear.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2015,"07/30/90 00:00:00",123,"Apparently he is a keen astronomer and has a big telescope.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2016,"08/06/90 00:00:00",68,"Episode 10311 established that her husband takes her to the","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2017,"08/31/90 00:00:00",67,"Deals with the milk fever cow at Bridge Farm.  SEE BRIDGE FARM.  First words Episode 10330 31.08.90 ""When did you say you found her Mr. Archer?"" The locum vet who covers the area for Martin Lambert","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2018,"10/22/90 00:00:00",43,"The Chauffer Brian Aldridge has hired, due to ill health","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2019,"11/01/90 00:00:00",50,"Chris taken to surgery after nearly choking on a bead.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2020,"11/20/90 00:00:00",44,"One of the tractor drivers at Home Farm who has applied for","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2021,"12/13/90 00:00:00",118,"Can't make Jack and Peggy's wedding so he invites them over for drinkies but cancels at the last minute.","02/10/99 00:00:00","07/11/00 11:10:35","DataEase","fishec50"
2022,"02/01/91 00:00:00",155,"Episode 10440 Thorkhil is a Danish Student - Good looking!","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2023,"02/26/91 00:00:00",85,"Mr and Mrs Heaton lived in a two bedroomed council house on","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2024,"03/04/91 00:00:00",123,"Ruth uncovers a plot he has arranged with a rep to supply","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2025,"03/05/91 00:00:00",106,"First heard asked by Jack & Peggy to give an estimate for","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2026,"04/02/91 00:00:00",72,"He was the cowman at Sawyers Farm for over 20 years.","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2028,"05/17/91 00:00:00",155,"This is his birthdate, but it is not established how old he","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2029,"07/03/91 00:00:00",134,"Episode 10548: Established she hobbles (according to Nelson)","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2030,"07/24/91 00:00:00",146,"First mentioned in episode 10563, (new Non-stipendary","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2031,"08/12/91 00:00:00",65,"First appearance. Episode 10576","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2032,"08/26/91 00:00:00",146,"ministering to the people of Ambridge, Penny Hassett and Does not receive an income from the Church, so as well as Edgeley, he has a full-time job as the local vet. He is Goodlooking therefore constantly on call, either delivering or treating","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2033,"08/28/91 00:00:00",65,"About 40ish.  Canadian.  Looking for Debbie.","02/10/99 00:00:00","04/01/99 16:10:16","DataEase","fishec50"
2034,"09/25/91 00:00:00",81,"Usha's parents came from Uganda when she was young they settled first in London (Hounslow) where Usha spent her childhood. Later they moved to the West Midlands to be closer to other relatives such as her aunt. Usha feels she comes from London but her family life is now in the West her on as his new partner. Midlands. She has a large family with more than one brother. Mark has brought her home to meet Shula as he hopes to take","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
2035,"12/18/91 00:00:00",161,"First heard in episode 10668: First words: ""Dad says he","02/10/99 00:00:00","02/10/99 00:00:00","DataEase","DataEase"
