Ref,Storyline,Comments,CDate,UDate,CName,UName
1255,"Helen and Tom run Bridge Farm",,"12/08/09 16:08:50","12/08/09 16:08:50","fishec50","fishec50"
1256,"Fallon and Jazzer","Jazzer falls for Fallon but is unable to tell her. He spends sometime taking her advice on how to win a woman’s heart without telling her that she is the one he’s after.","12/08/09 17:06:21","02/19/10 15:42:55","fishec50","fishec50"
1257,"Kate in South Africa",,"12/09/09 16:06:40","12/09/09 16:06:40","fishec50","fishec50"
1258,"Camping",,"12/09/09 16:16:04","12/09/09 16:16:04","fishec50","fishec50"
1259,"British Food Fortnight",,"12/14/09 12:44:32","12/14/09 12:44:32","fishec50","fishec50"
1260,"Pip at Sixth Form College",,"12/14/09 15:39:50","01/06/10 14:25:25","fishec50","fishec50"
1261,"Footpath Diversion at Home Farm",,"12/17/09 13:16:57","09/10/10 12:18:50","fishec50","fishec50"
1262,"Friendships",,"12/18/09 11:09:39","12/18/09 11:09:39","fishec50","fishec50"
1263,"Hairstreak butterfly",,"12/18/09 14:52:42","12/18/09 14:52:42","fishec50","fishec50"
1264,"Green Burial ground",,"12/18/09 16:29:33","12/18/09 16:29:33","fishec50","fishec50"
1265,"Lee Mason’s party",,"01/06/10 10:27:39","01/06/10 10:27:39","fishec50","fishec50"
1266,"Coriander's baby",,"01/06/10 10:34:46","01/06/10 10:34:46","fishec50","fishec50"
1267,"Daniel's grandparents",,"01/06/10 12:01:02","01/06/10 12:01:02","fishec50","fishec50"
1268,"Community Shop","The  ten year lease on the community shop runs out at the end of 2019
Committee: 
Pat:  		Chair
Kathy:  		Secretary
Usha:  		Legal advisor
Richard: 	Treasurer
Oliver: 		Business advisor
Brian:  		Business advisor
Lynda:  	Fundraiser and P.C. representative 
David:  		P.C. representative. - David left the PC in 2011
Susan:  	Retail expert
Team leaders: Jill, Christine, Oliver, Jim, Sabrina, Shula and Neville
Seven team leaders, one a day, and three shifts a day; 7 to 11, 11 to 3 and 3 to 7, two volunteers a shift - except afternoons and Saturday mornings. Afternoons Susan will be in the Post Office up to 5.30 when she also covers the shop.
Shop open 7 to 7","01/06/10 12:22:45","02/26/13 12:31:28","fishec50","fishec50"
1270,"Helen's donor sperm baby",,"01/22/10 17:24:20","08/04/10 10:43:03","fishec50","fishec50"
1271,"Mike's 60th birthday",,"01/27/10 15:41:56","01/27/10 15:42:22","fishec50","fishec50"
1272,"Deck the Hall at Lower Loxley",,"01/27/10 15:43:48","01/27/10 15:43:48","fishec50","fishec50"
1273,"Matt in prison and home tagged","See Matt and Chalkman's financial problems","02/03/10 11:14:27","08/19/10 16:56:31","fishec50","fishec50"
1274,"Jack in The Laurels",,"02/03/10 11:26:36","02/03/10 11:54:26","fishec50","fishec50"
1275,"Harry The Milkman",,"02/23/10 12:55:30","02/23/10 12:55:30","fishec50","fishec50"
1276,"Kate's visit 2010",,"02/26/10 17:01:19","02/26/10 17:01:19","fishec50","fishec50"
1277,"Annette's abortion",,"03/03/10 17:05:09","03/03/10 17:08:20","fishec50","fishec50"
1278,"Nora and Greg",,"03/04/10 12:08:04","03/04/10 12:08:04","fishec50","fishec50"
1279,"Eddie's Van",,"03/18/10 16:42:39","03/18/10 16:42:39","fishec50","fishec50"
1281,"Pip and Jude",,"03/19/10 15:24:48","03/19/10 15:24:50","fishec50","fishec50"
1282,"Pigeons",,"03/24/10 16:42:29","03/24/10 16:42:30","fishec50","fishec50"
1283,"Borchester Market Development","See also 
Borchester Land
Amside Properties","04/01/10 11:24:45","04/15/11 11:57:10","fishec50","fishec50"
1284,"Death of Phil Archer",,"04/01/10 11:53:03","04/01/10 11:53:03","fishec50","fishec50"
1285,"Paul and Marianne",,"04/15/10 11:55:09","04/15/10 11:55:09","fishec50","fishec50"
1286,"Borsetshire Wildlife Trust",,"04/29/10 13:12:01","04/29/10 13:12:02","fishec50","fishec50"
1287,"Jill after the death of Phil",,"04/29/10 15:57:09","04/29/10 15:57:09","fishec50","fishec50"
1288,"Vicky's Veal",,"04/30/10 11:48:31","04/30/10 11:48:31","fishec50","fishec50"
1290,"George and Nora",,"05/14/10 12:41:04","05/14/10 12:41:07","fishec50","fishec50"
1291,"Norfolk Lavender trip",,"05/28/10 15:01:24","05/28/10 15:01:24","fishec50","fishec50"
1293,"Production - Ambridge Talent Show","Show organised as a fund raiser for the community shop","06/01/10 17:06:47","06/01/10 17:13:17","fishec50","fishec50"
1294,"Peregrine Falcons",,"06/04/10 15:15:43","06/04/10 15:16:03","fishec50","fishec50"
1295,"Kate's relationship with Phoebe",,"06/04/10 15:52:38","06/04/10 15:53:04","fishec50","fishec50"
1296,"Kenton in the Merchant Navy",,"07/12/10 14:56:01","07/12/10 14:56:01","fishec50","fishec50"
1297,"Death of Sid Perks",,"07/13/10 16:32:56","07/13/10 16:32:56","fishec50","fishec50"
1298,"Peggy's friendship with Ted",,"07/13/10 17:26:36","07/13/10 17:26:36","fishec50","fishec50"
1299,"Pip at Lower Loxley",,"07/14/10 12:26:12","07/14/10 12:26:16","fishec50","fishec50"
1300,"Jazzer's love life",,"07/26/10 12:40:34","07/26/10 12:40:34","fishec50","fishec50"
1301,"Nic at The Bull",,"07/26/10 12:55:41","07/26/10 12:55:41","fishec50","fishec50"
1303,"Kate at Felpersham university",,"08/02/10 15:44:01","08/02/10 15:44:01","fishec50","fishec50"
1304,"Camping on the Grundy's field",,"08/02/10 16:36:41","08/02/10 16:36:41","fishec50","fishec50"
1305,"Joe's ""good cause"" auction",,"08/03/10 14:46:38","08/03/10 14:46:47","fishec50","fishec50"
1306,"Josh and Jill's cookery films",,"08/03/10 14:50:58","08/03/10 14:51:47","fishec50","fishec50"
1307,"Home Farm Cherries",,"08/03/10 16:24:17","08/03/10 16:24:19","fishec50","fishec50"
1308,"Production - A Light Hearted  History of Ambridge",,"08/12/10 12:16:41","08/12/10 12:16:41","fishec50","fishec50"
1309,"Technology",,"09/28/10 11:26:28","06/22/11 12:00:23","fishec50","fishec50"
1310,"Royal Welsh Show",,"09/28/10 14:57:48","09/28/10 14:57:48","fishec50","fishec50"
1311,"Jamie a problem teenager","After the death of his father and during the breakup of Kathy and Kenton's relationship - Jamie suffered behavioural problems. Also see stroylines: ""Kenton and Kathy"" and ""Death of Sid Perks""","09/30/10 15:30:50","09/30/10 15:33:57","fishec50","fishec50"
1312,"Jaxx café bar","Events and happenings at the revamped café","09/30/10 15:59:34","12/06/11 10:28:53","fishec50","fishec50"
1313,"Jolene after the death of Sid","Also see death of Sid Perks","09/30/10 16:08:32","09/30/10 16:08:48","fishec50","fishec50"
1314,"Helen's health at birth",,"10/06/10 14:22:00","10/06/10 14:22:00","fishec50","fishec50"
1315,"Shula's trip",,"10/12/10 16:58:37","10/12/10 16:58:37","fishec50","fishec50"
1316,"Josh has a crush on Emma",,"10/15/10 16:09:07","10/15/10 16:09:07","fishec50","fishec50"
1317,"Lower Loxley opens to the public",,"10/25/10 12:52:04","10/25/10 12:52:04","fishec50","fishec50"
1318,"Death of Gerald Pargetter",,"10/25/10 12:55:00","10/25/10 12:55:00","fishec50","fishec50"
1319,"Nigel's African trip",,"10/26/10 14:31:40","10/26/10 14:33:32","fishec50","fishec50"
1321,"Ice Cream Mr Snowy",,"11/01/10 16:58:41","11/01/10 16:58:41","fishec50","fishec50"
1322,"Mark in the SDP",,"11/03/10 12:28:08","11/03/10 12:28:08","fishec50","fishec50"
1323,"Local food",,"11/10/10 10:06:50","11/10/10 10:06:50","fishec50","fishec50"
1324,"Emma and Ed's baby",,"11/18/10 14:14:49","04/27/11 15:30:38","fishec50","fishec50"
1326,"Allotments",,"11/26/10 15:30:57","11/26/10 15:30:57","fishec50","fishec50"
1327,"Joe and Sandra",,"12/02/10 15:29:46","12/02/10 15:29:46","fishec50","fishec50"
1328,"Will's Relationship with George",,"12/03/10 11:41:44","12/03/10 11:41:46","fishec50","fishec50"
1329,"Susan's relationship with The Aldridges",,"12/03/10 12:44:20","12/03/10 12:45:12","fishec50","fishec50"
1331,"Jill's 80th",,"12/10/10 12:29:55","12/15/10 11:09:27","wardm09","wardm09"
1332,"Fallon and Harry",,"12/15/10 11:18:32","12/15/10 11:18:32","wardm09","wardm09"
1333,"We Love The Bull",,"12/15/10 14:48:08","12/15/10 14:48:08","wardm09","wardm09"
1334,"Pip learns to drive",,"12/17/10 11:15:55","12/17/10 11:15:55","wardm09","wardm09"
1335,"Pargetter twins education issues",,"01/06/11 11:03:20","01/06/11 11:03:20","fishec50","fishec50"
1337,"Nic and the WI",,"01/10/11 16:57:20","01/10/11 16:57:20","wardm09","wardm09"
1338,"Harry and First Click",,"01/11/11 11:16:36","01/11/11 11:16:36","wardm09","wardm09"
1339,"Kenton's sex life",,"01/12/11 15:32:17","01/12/11 15:32:45","fishec50","fishec50"
1340,"Harry and Jazzer","Share at flat. Go after the same woman - see Harry and Zofia","01/12/11 17:27:48","06/27/11 16:14:20","fishec50","fishec50"
1342,"Production - panto 2010 Dick Whittington","Dick                                 Harry
Alice                                Fallon
Tommy the Cat            Sabrian 
Dame                              Nigel          Sarah the Cook
Idle Jack                         Jazzer
Emperor                          Jim
Alderman Fitzwarren       Mike
Mrs Fitzwarren                Vicky
King Rat                         Richard Thwait
Fairy Bowbells                Jill
Rat Henchman 1           Eddie
Rat Henchman 2           Freddie
Ship's Captain               David
Ship's mate                    Josh
Patrick played the piano. Alistait and Daniel did the set and props. Caroline and Lorna costume and make-up","01/14/11 12:24:14","08/27/13 16:03:05","wardm09","fishec50"
1343,"Jim's Race Evening",,"01/14/11 14:29:02","01/14/11 17:46:04","wardm09","wardm09"
1344,"Tom's position at Bridge Farm",,"01/14/11 17:46:45","01/14/11 17:46:45","wardm09","wardm09"
1345,"Production - panto 1978 Cinderella","Writer Jennifer - Peggy will help with the typing
Rehearsals start in the village hall on 17/10/1978
Cast:
Cinderella 	Polly
Ugly Sisters Nick and Walter
Prince Charming 	Susan Harvey
Baron Stoneybroke. Freddy Danby
Cook and singing	Tom Forrest
Buttons 		Neil Carter
Fairy Godmother 	Betty

Wardrobe: Joan Harvey + Mrs P Prue and Doris
Prompt Eva
Scenery:		Joby and George Barford","01/17/11 12:36:40","08/16/11 14:36:41","fishec50","fishec50"
1346,"Production - panto 1991 Aladdin (s)",,"01/17/11 12:39:48","07/21/11 11:45:19","fishec50","fishec50"
1347,"Production - panto 1993 Euro Sleeping Beauty","In the year of the town twinning Lynda suggested doing a euro concert but she was also trying to produce a pantomime. It all proved too much and in the end the only production in Ambridge was the remains of the euro concert turned into a Christmas concert by Jill. The pantomime delayed was eventually performed as a fund raiser after the tragic death of Mark Hebden","01/17/11 12:44:07","07/11/11 14:51:51","fishec50","fishec50"
1348,"Production - panto 1996 Cinderella",,"01/17/11 12:59:37","08/16/11 14:35:58","fishec50","fishec50"
1351,"Kenton and Jolene",,"01/18/11 11:00:05","01/18/11 11:00:05","wardm09","wardm09"
1352,"Clarrie and Nic's friendship",,"01/18/11 11:42:36","03/29/11 15:43:00","wardm09","fishec50"
1353,"Bert and Tom rivalry",,"01/18/11 16:43:33","01/18/11 16:43:34","fishec50","fishec50"
1354,"Parenthood",,"01/18/11 16:46:57","01/18/11 16:46:57","fishec50","fishec50"
1355,"Clarrie's broken wrist",,"01/24/11 16:44:48","01/24/11 16:45:44","fishec50","fishec50"
1357,"Swine Vesicular Disease",,"02/02/11 14:31:14","02/02/11 14:31:20","fishec50","fishec50"
1358,"Fallon looks after The Bull",,"02/03/11 16:55:59","02/03/11 16:55:59","fishec50","fishec50"
1359,"Carters and Aldridges",,"02/09/11 12:28:14","02/15/11 12:34:58","fishec50","fishec50"
1361,"Mistletoe",,"02/15/11 15:59:59","02/25/11 16:39:49","fishec50","fishec50"
1363,"Death of Nigel - fallout",,"03/17/11 14:38:56","03/17/11 14:39:06","fishec50","fishec50"
1364,"Farmhouse Breakfast Week",,"03/17/11 15:24:18","03/17/11 15:29:35","fishec50","fishec50"
1365,"Burns Night",,"03/18/11 12:41:10","03/18/11 12:41:16","fishec50","fishec50"
1366,"Production - The Messiah",,"03/24/11 16:55:50","03/24/11 16:55:50","fishec50","fishec50"
1367,"Duchess of Cornwall's Visit",,"03/29/11 15:23:42","03/29/11 15:23:42","fishec50","fishec50"
1368,"Roy at Lower Loxley",,"03/31/11 16:44:01","03/31/11 16:44:01","fishec50","fishec50"
1369,"Pip's 18th Birthday",,"04/06/11 11:24:08","04/06/11 11:24:08","fishec50","fishec50"
1370,"Book Club",,"04/06/11 12:30:40","04/06/11 12:30:40","fishec50","fishec50"
1371,"Eddie's 60th birthday",,"04/12/11 11:24:47","04/12/11 12:06:44","fishec50","fishec50"
1372,"Helen and Henry",,"04/12/11 12:39:20","04/12/11 12:39:20","fishec50","fishec50"
1373,"Phoebe's Easter trip to South Africa",,"04/12/11 17:30:53","04/21/11 16:03:24","fishec50","fishec50"
1374,"James and Leonie","Also see storyline  ""James and Leonie's book A Little Bit of Heaven""","04/14/11 17:19:47","08/16/11 15:13:13","fishec50","fishec50"
1375,"Johne's disease",,"04/14/11 17:22:28","04/14/11 17:22:34","fishec50","fishec50"
1376,"Jamie at The Bull",,"04/20/11 10:39:39","04/20/11 10:39:39","fishec50","fishec50"
1377,"Gardeners' Question Time",,"04/20/11 12:21:29","04/21/11 15:17:54","fishec50","fishec50"
1378,"Competition to see Aladdin in The Echo",,"04/21/11 17:28:58","04/21/11 17:29:24","fishec50","fishec50"
1379,"Jolene gives up smoking",,"05/03/11 15:28:53","12/06/11 11:49:25","fishec50","fishec50"
1380,"Daniel the Lawyer",,"05/03/11 16:35:18","05/03/11 16:35:18","fishec50","fishec50"
1381,"AE Fun Run",,"05/05/11 09:51:45","05/05/11 09:51:45","fishec50","fishec50"
1382,"Lucy and The Church",,"05/09/11 14:37:55","05/09/11 14:37:55","fishec50","fishec50"
1383,"Production - panto 1986 Cinderella","Pat attempts to produce Cinderella but fails","05/09/11 15:53:19","07/20/11 17:17:55","fishec50","fishec50"
1385,"Puppy Show",,"05/13/11 17:00:49","05/13/11 17:00:49","fishec50","fishec50"
1386,"Will wants Nic to have a baby",,"05/16/11 12:40:35","05/19/11 11:59:46","fishec50","fishec50"
1387,"Bill Knowles and the nitrogen scandal",,"05/16/11 16:05:04","05/16/11 16:05:04","fishec50","fishec50"
1388,"AE Alice and Chris - trouble in Paradise","See also: AE Chaz the Loan Shark

Note:  Ed tells Emma the whole story about Alice and Chaz, which he's heard from Ed, on July 6th 2011.  He tells Emma not to breathe a word.","05/20/11 14:45:28","07/11/11 10:45:47","wardm09","wardm09"
1389,"AE Jamie and friends",,"05/20/11 14:45:42","05/20/11 14:47:06","wardm09","wardm09"
1390,"AE Chaz the loan shark","See also AE Alice and Chris - Trouble in Paradise","05/20/11 14:54:45","07/05/11 10:48:56","wardm09","wardm09"
1391,"Jamie and Natalie",,"05/20/11 15:31:26","05/20/11 15:31:26","fishec50","fishec50"
1392,"Britain in Bloom","Committee: Jill, Lynda, Christine, Bert, Jim, Usha and Jolene","05/24/11 12:01:44","05/24/11 12:26:09","fishec50","fishec50"
1393,"Pip and Spencer",,"05/24/11 14:39:30","10/02/12 16:27:43","wardm09","fishec50"
1394,"Oliver at a loose end",,"05/24/11 15:21:16","05/24/11 15:21:16","fishec50","fishec50"
1395,"Zofia's summer at Home Farm",,"05/24/11 16:28:24","05/24/11 16:29:19","fishec50","fishec50"
1396,"Three Counties show",,"05/31/11 14:21:50","05/31/11 14:21:50","fishec50","fishec50"
1397,"AE Fallon plays Matchmaker",,"05/31/11 15:21:52","05/31/11 15:21:52","wardm09","wardm09"
1398,"Ronnie's Retirement",,"06/07/11 12:56:40","06/07/11 12:56:40","wardm09","wardm09"
1400,"Robert and Lynda 25 years in Ambridge",,"06/21/11 15:31:18","06/21/11 15:31:18","fishec50","fishec50"
1401,"Brian and Mandy","See the book club.  ‘Mistress of the Paddocks’ Seems to be loosely based on a relationship between Brian and Mandy Beesborough. The book was written by a friend of Mandy’s and exaggerates the events","06/21/11 16:07:28","06/21/11 16:11:43","fishec50","fishec50"
1403,"Kenton and Usha",,"06/22/11 11:30:09","06/22/11 11:30:16","fishec50","fishec50"
1404,"Debbie at the Bull",,"06/22/11 11:46:25","06/22/11 11:46:25","fishec50","fishec50"
1405,"Harry and Zofia",,"06/27/11 16:08:17","06/27/11 16:08:17","fishec50","fishec50"
1406,"AE Glamping",,"06/27/11 16:46:12","07/05/11 10:51:48","wardm09","wardm09"
1407,"Cycle Race",,"06/27/11 17:13:48","06/27/11 17:13:48","fishec50","fishec50"
1408,"Pigs",,"06/28/11 09:53:22","06/28/11 09:53:22","fishec50","fishec50"
1409,"Death",,"06/28/11 16:42:09","06/28/11 16:42:09","fishec50","fishec50"
1410,"Crayfish",,"06/28/11 17:24:05","06/28/11 17:24:05","fishec50","fishec50"
1411,"AE Bike Race","See also AE Jamie and Friends","06/30/11 16:55:43","07/05/11 10:48:01","wardm09","wardm09"
1412,"Phoebe's year in South Africa","See Kate's Relationship with Phoebe","07/04/11 14:20:23","07/04/11 14:22:27","fishec50","fishec50"
1413,"E coli at Bridge Farm","See ""Clarrie goes missing"" for that bit of the story.
See Ambridge Organics for the next chapter in Bridge Farm produce","07/04/11 16:54:24","11/18/11 15:31:37","fishec50","fishec50"
1414,"Alice and Chaz","See AE storyline: AE Alice and Chris - trouble in Paradise","07/08/11 12:16:47","07/08/11 12:18:26","fishec50","fishec50"
1415,"Re-cycling",,"07/08/11 12:53:17","07/08/11 12:53:17","fishec50","fishec50"
1416,"AE Joyriding",,"07/08/11 14:34:20","07/08/11 14:34:20","wardm09","wardm09"
1418,"Elona moves to Ambridge",,"07/15/11 16:10:02","08/17/11 14:56:39","fishec50","fishec50"
1420,"Production - Christmas Revue - 1981","The theme is: Christmas
Sid lighting
Dorothy Costume
Clarrie make-up

In the audience: Dan, Tony, Joe, Jethro

Didn't go: Jack Woolley, Mrs P","07/20/11 16:47:12","07/20/11 17:00:38","fishec50","fishec50"
1421,"Production - Nativity 1990","Mary; Brenda Tucker
Joseph: William Grundy
Angel: Emma Carter
Innkeeper: Tommy Archer","07/20/11 17:19:20","07/20/11 17:30:10","fishec50","fishec50"
1422,"Jack's heart",,"07/22/11 17:26:11","07/22/11 17:26:11","fishec50","fishec50"
1423,"Dame Edna",,"07/26/11 14:14:19","07/26/11 14:14:19","fishec50","fishec50"
1426,"Clarrie unemployed",,"08/16/11 16:44:55","08/16/11 16:44:59","fishec50","fishec50"
1428,"Brookfield sheep",,"08/17/11 17:31:19","08/17/11 17:31:19","fishec50","fishec50"
1429,"Politics",,"08/18/11 10:10:41","08/18/11 10:10:41","fishec50","fishec50"
1430,"Mega Dairy",,"09/16/11 16:04:10","09/30/13 11:51:28","fishec50","fishec50"
1431,"Jack's stroke",,"09/16/11 16:25:03","09/16/11 16:25:03","fishec50","fishec50"
1432,"Clarrie goes missing","In the midst of the E coli. Clarrie is out of work and vulnerable.  Not realising she’s in the shop, Vicky tells Susan about a nasty comment from Derek Fletcher which he made when he saw Clarrie’s card advertising for work. Clarrie overhears and rushes out of the shop","09/20/11 14:46:55","09/20/11 14:51:02","fishec50","fishec50"
1433,"AE Daniel Comes of Age",,"09/27/11 12:02:30","09/27/11 12:02:30","wardm09","wardm09"
1434,"AE Clive and Matt",,"09/27/11 12:02:55","09/27/11 12:02:55","wardm09","wardm09"
1435,"Gathering of the Horrobins",,"09/27/11 12:03:07","10/25/11 11:18:31","wardm09","fishec50"
1437,"Clarrie's weight",,"09/30/11 12:55:17","10/25/11 09:48:13","fishec50","fishec50"
1438,"Death of Lizzie Larkin",,"09/30/11 14:24:49","09/30/11 14:24:49","fishec50","fishec50"
1440,"Community Orchard",,"10/12/11 16:01:04","10/12/11 16:01:06","fishec50","fishec50"
1442,"Ruairi at Boarding School",,"10/13/11 16:28:37","12/19/11 15:50:31","fishec50","fishec50"
1443,"Will and Nic's Wedding",,"11/01/11 10:08:51","01/06/12 16:51:06","fishec50","fishec50"
1444,"Death of Ivy Horrobin",,"11/04/11 16:54:11","11/04/11 16:54:11","fishec50","fishec50"
1445,"Badger Vaccination",,"11/10/11 11:21:45","11/10/11 11:21:45","fishec50","fishec50"
1446,"Sweepstake",,"11/10/11 17:16:34","11/10/11 17:16:34","fishec50","fishec50"
1447,"Ambridge Organics",,"11/11/11 14:16:08","11/29/11 16:20:45","fishec50","fishec50"
1448,"Connections with Shakespeare",,"11/11/11 15:47:16","11/11/11 15:47:16","fishec50","fishec50"
1449,"Sharon's family",,"11/18/11 15:16:36","11/18/11 15:16:36","fishec50","fishec50"
1450,"Jennifer, Lilian and Tony","Peggy and Jack's children. The siblings relationship is not always good. Their ethical and financial differences cause disagreements which sometimes turn into full blown rows.","11/21/11 11:34:07","11/21/11 12:13:50","fishec50","fishec50"
1452,"Schools Borchester Free and Worcester Road",,"11/21/11 12:41:46","11/21/11 12:41:46","fishec50","fishec50"
1453,"Borchester Free Amalgamation",,"11/21/11 12:43:06","11/21/11 12:43:08","fishec50","fishec50"
1455,"Playgroup",,"11/28/11 15:13:47","11/28/11 15:13:47","wards50","wards50"
1456,"John's son",,"11/28/11 15:18:08","11/28/11 15:18:08","fishec50","fishec50"
1457,"Gear Change boutique",,"11/28/11 15:22:05","11/28/11 15:22:05","wards50","wards50"
1458,"Clerical poverty",,"11/28/11 16:03:09","11/28/11 16:03:09","wards50","wards50"
1459,"Bert Gibbs litigations",,"11/28/11 16:55:27","11/28/11 16:56:26","wards50","wards50"
1460,"Fundraising",,"11/29/11 11:30:12","11/29/11 11:30:12","wards50","wards50"
1461,"Tracy back in Ambridge",,"11/29/11 17:05:07","11/29/11 17:05:07","fishec50","fishec50"
1464,"John at Bridge Farm",,"12/01/11 14:48:15","12/01/11 14:48:17","fishec50","fishec50"
1465,"John's disco",,"12/02/11 12:05:04","12/02/11 12:05:04","fishec50","fishec50"
1466,"Freddie's Pony",,"12/02/11 16:31:07","12/02/11 16:31:11","fishec50","fishec50"
1468,"Pat's 60th birthday",,"01/05/12 12:37:34","01/05/12 12:38:55","fishec50","fishec50"
1469,"Laura's money",,"01/12/12 10:33:28","01/12/12 10:33:28","wards50","wards50"
1471,"Laura's arrival",,"01/12/12 10:37:13","01/12/12 10:37:13","wards50","wards50"
1472,"Farm workers",,"01/12/12 10:54:39","01/12/12 10:54:39","wards50","wards50"
1473,"Christine and Nelson",,"01/12/12 11:02:15","01/12/12 11:02:16","wards50","wards50"
1474,"Death of Letty Lawson-Hope",,"01/12/12 15:36:58","01/12/12 15:36:58","wards50","wards50"
1475,"Queen's Diamond Jubilee",,"01/18/12 12:53:51","01/18/12 12:53:51","fishec50","fishec50"
1477,"Gala",,"02/06/12 11:49:00","02/06/12 11:49:00","fishec50","fishec50"
1478,"Susan and her grandchildren",,"02/07/12 14:59:03","02/07/12 14:59:03","fishec50","fishec50"
1479,"Autocross race",,"02/14/12 16:24:45","02/14/12 16:24:45","fishec50","fishec50"
1480,"Maggot farming",,"02/14/12 16:29:06","02/14/12 16:29:06","fishec50","fishec50"
1481,"Sharon at Bridge Farm",,"02/14/12 16:41:57","02/14/12 16:42:24","fishec50","fishec50"
1482,"Shula buys Topper",,"02/29/12 12:14:09","02/29/12 12:14:11","fishec50","fishec50"
1484,"Amy and Carl",,"03/22/12 16:12:23","03/22/12 16:12:23","wardm09","wardm09"
1485,"Cricket youth training",,"04/10/12 15:12:00","04/10/12 15:12:00","fishec50","fishec50"
1486,"Garage",,"04/11/12 11:24:56","04/11/12 11:24:56","wards50","wards50"
1488,"Fields in Trust",,"04/13/12 14:48:08","04/13/12 14:48:08","fishec50","fishec50"
1489,"Village Pump",,"04/16/12 15:09:36","04/16/12 15:09:36","fishec50","fishec50"
1491,"Death of Ken Pound",,"04/24/12 16:48:21","04/24/12 16:48:24","fishec50","fishec50"
1492,"Tuckers and Grundys",,"04/24/12 17:01:58","04/24/12 17:01:58","fishec50","fishec50"
1493,"Milk Quota",,"05/04/12 17:00:26","05/04/12 17:00:26","fishec50","fishec50"
1494,"Time",,"05/04/12 17:06:09","05/04/12 17:06:09","fishec50","fishec50"
104,"Home Farm sheep",,"02/11/99 00:00:00","05/08/12 16:01:11","DataEase","fishec50"
1495,"Sheep Scab",,"05/04/12 17:16:09","05/04/12 17:16:09","fishec50","fishec50"
1496,"Corporate manager at Lower Loxley",,"05/08/12 11:54:56","05/08/12 11:54:56","fishec50","fishec50"
1497,"Lily and Freddie",,"05/08/12 12:01:11","05/08/12 12:01:11","fishec50","fishec50"
1498,"Alice the engineer",,"05/11/12 16:54:56","08/21/12 14:39:30","fishec50","fishec50"
1500,"Robin Catchpole and Ambridge women",,"05/23/12 16:56:01","05/23/12 16:56:01","fishec50","fishec50"
1501,"Josh and Phoebe",,"05/24/12 14:45:08","05/24/12 14:45:08","fishec50","fishec50"
1502,"Weddings",,"05/24/12 14:52:55","05/24/12 14:52:55","fishec50","fishec50"
1503,"Sid goes missing",,"06/11/12 13:14:32","06/11/12 13:14:32","fishec50","fishec50"
1504,"Vicky's unplanned pregnancy",,"06/19/12 16:32:41","06/19/12 16:32:47","fishec50","fishec50"
1511,"Darrell works for Amside",,"06/19/12 18:18:56","06/19/12 18:18:56","fishec50","fishec50"
1517,"Tracy makes a paly for Iftikar",,"08/02/12 15:09:23","08/02/12 15:09:23","fishec50","fishec50"
1518,"Rosa makes a play for Jamie",,"08/03/12 16:22:09","08/03/12 16:22:09","fishec50","fishec50"
1519,"Jamie the tree surgeon",,"08/03/12 16:23:04","08/03/12 16:26:53","fishec50","fishec50"
1520,"Money",,"08/14/12 11:38:24","08/14/12 11:39:27","fishec50","fishec50"
1528,"Kate's college work in Johannesburg",,"08/24/12 12:42:31","08/24/12 12:42:41","SmithA49","SmithA49"
1532,"Phoebe's camping trip to The Cape, SA",,"09/04/12 11:31:59","09/04/12 11:31:59","SmithA49","SmithA49"
1539,"David and Elizabeth's frosty relationship",,"09/06/12 11:12:12","09/06/12 11:12:12","smitha49","smitha49"
1540,"Ana piano lessons",,"09/06/12 15:03:04","09/06/12 15:03:04","smitha49","smitha49"
1541,"Adam and Pawel",,"09/07/12 16:06:54","09/07/12 16:06:54","fishec50","fishec50"
1454,"AE Alan, Amy and Catherine",,"11/25/11 14:49:03","11/25/11 14:52:56","wardm09","wardm09"
1542,"Community Games",,"09/10/12 10:11:35","09/10/12 10:11:36","smitha49","smitha49"
1543,"Cultural Olympiad",,"09/10/12 11:01:01","09/10/12 11:01:01","smitha49","smitha49"
1546,"Josh helps calve",,"09/11/12 15:52:24","09/11/12 15:52:24","smitha49","smitha49"
1548,"Rooks",,"09/12/12 11:23:00","09/12/12 11:23:00","fishec50","fishec50"
1549,"Brian's flying",,"09/12/12 11:39:54","09/12/12 11:39:54","fishec50","fishec50"
1550,"Foxes",,"09/12/12 11:42:51","09/12/12 11:42:51","fishec50","fishec50"
1551,"Au Pair",,"09/12/12 11:51:23","09/12/12 11:51:23","fishec50","fishec50"
1552,"Tony and Betty Jones",,"09/12/12 11:55:45","09/12/12 11:55:45","fishec50","fishec50"
1553,"Sophie's fashion",,"09/14/12 17:09:25","09/14/12 17:09:35","fishec50","fishec50"
1554,"Road trip",,"09/18/12 12:43:07","09/18/12 12:43:07","fishec50","fishec50"
1556,"Reg and Bunty",,"10/04/12 17:41:49","10/04/12 17:41:49","fishec50","fishec50"
1557,"The Walters' house",,"10/04/12 18:25:03","11/19/12 14:38:34","fishec50","fishec50"
1559,"Loan Shark",,"10/11/12 12:15:45","10/11/12 12:15:45","smitha49","smitha49"
1560,"Donna Horrobin financial problems",,"10/11/12 12:20:30","10/11/12 12:20:30","smitha49","smitha49"
1561,"Phoebe vandalises Kate's car",,"10/11/12 14:54:54","10/11/12 14:54:54","smitha49","smitha49"
